restaurantID,name,location,reviewcount,rating,categories,address,Hours,GoodforKids,AcceptsCreditCards,Parking,Attire,GoodforGroups,PriceRange,TakesReservations,Delivery,Takeout,WaiterService,OutdoorSeating,WiFi,GoodFor,Alcohol,NoiseLevel,Ambience,HasTV,Caters,WheelchairAccessible,webSite,phoneNumber
syFfym4JRuHrT_3cUhuF1g,Bernie’s Lunch & Supper,"660 N Orleans St Chicago, IL 60654 Neighbourhood: River North, Near North Side",279,3.5,"Cocktail Bars,
                    American (New)","660 N Orleans StChicago, IL 60654",Mon 11:00 am - 10:00 pm Tue 11:00 am - 10:00 pm Wed 11:00 am - 10:00 pm Thu 11:00 am - 12:00 am Fri 11:00 am - 12:00 am Sat 10:00 am - 12:00 am Sun 10:00 am - 8:00 pm ,No,Yes,Street,Casual,Yes,$11-30,Yes,Yes,Yes,Yes,Yes,No,"Brunch, Lunch, Dinner",Full Bar,Average,"Casual, Trendy",Yes,Yes,Yes,bernieslunchandsupper.com,(312) 624-9892
64gKu_4z43qsFL5nC8DxYQ,Katana,"339 N Dearborn St Chicago, IL 60654 Neighbourhood: Near North Side",119,3.5,"Sushi Bars,
                    Japanese,
                    Asian Fusion","339 N Dearborn StChicago, IL 60654",Mon 11:30 am - 2:30 pm5:00 pm - 10:00 pm Tue 11:30 am - 2:30 pm5:00 pm - 10:00 pm Wed 11:30 am - 2:30 pm5:00 pm - 10:30 pm Thu 11:30 am - 2:30 pm5:00 pm - 10:30 pm Fri 11:30 am - 2:30 pm5:00 pm - 12:00 am Sat 5:00 pm - 12:00 am Sun 5:00 pm - 10:00 pm ,No,Yes,Null,Dressy,Yes,Above $61,Yes,No,Yes,Yes,Yes,Free,Dinner,Full Bar,Loud,"Trendy, Classy",No,No,Null,innovativedining.com/restaura…,(312) 877-5544
KMgdD5KzGxysP9xvIte-rw,Henry’s,"18 W Hubbard St Chicago, IL 60654 Neighbourhood: Near North Side",295,4.0,"Bars,
                    Burgers,
                    Music Venues","18 W Hubbard StChicago, IL 60654",Mon Closed Tue 5:00 pm - 12:00 am Wed 5:00 pm - 12:00 am Thu 5:00 pm - 2:00 am Fri 4:00 pm - 2:00 am Sat 5:00 pm - 3:00 am Sun 8:00 pm - 2:00 am ,No,Yes,Street,Casual,Yes,$11-30,No,No,No,Yes,No,No,Late Night,Full Bar,Loud,"Casual, Trendy",Yes,Yes,Yes,henrys-chicago.com,(312) 955-8018
43rd1LKcZRIunySzbMsyLQ,Fogo de Chão Brazilian Steakhouse,"661 N Lasalle Blvd Chicago, IL 60654 Neighbourhood: River North, Near North Side",1406,4.5,"Brazilian,
                    Steakhouses","661 N Lasalle BlvdChicago, IL 60654",Mon 11:00 am - 2:00 pm5:00 pm - 10:00 pm Tue 11:00 am - 2:00 pm5:00 pm - 10:00 pm Wed 11:00 am - 2:00 pm5:00 pm - 10:00 pm Thu 11:00 am - 2:00 pm5:00 pm - 10:00 pm Fri 11:00 am - 2:00 pm5:00 pm - 10:30 pm Sat 11:30 am - 10:30 pm Sun 11:30 am - 9:00 pm ,Yes,Yes,"Valet, Street",Casual,Yes,$31-60,Yes,No,No,Null,No,No,Dinner,Full Bar,Average,Classy,No,No,Null,Fogo.com,(312) 932-9330
d6UbRb9W5eA1yL-DuVZ8ug,ZED451,"739 N Clark St Chicago, IL 60654 Neighbourhood: Near North Side",1203,4.0,"Brazilian,
                    Steakhouses,
                    Lounges","739 N Clark StChicago, IL 60654",Mon 4:30 pm - 12:00 am Tue 4:30 pm - 12:00 am Wed 4:30 pm - 12:00 am Thu 4:30 pm - 12:00 am Fri 4:30 pm - 2:00 am Sat 10:00 am - 2:00 am Sun 10:00 am - 10:00 pm ,No,Yes,"Valet, Street",Dressy,Yes,$31-60,Yes,No,No,Yes,Yes,Free,Dinner,Full Bar,Average,Trendy,Yes,No,Yes,zed451.com,(312) 266-6691
Pcg4FtfbvSMMwrYuE1yVjQ,Mastro’s Steakhouse,"520 N Dearborn St Chicago, IL 60654 Neighbourhood: Near North Side",1080,4.0,Steakhouses,"520 N Dearborn StChicago, IL 60654",Mon 5:00 pm - 12:00 am Tue 5:00 pm - 12:00 am Wed 5:00 pm - 12:00 am Thu 5:00 pm - 12:00 am Fri 5:00 pm - 12:00 am Sat 5:00 pm - 12:00 am Sun 5:00 pm - 12:00 am ,No,Yes,Valet,Dressy,Yes,Above $61,Yes,No,Yes,Yes,No,Free,Dinner,Full Bar,Average,"Classy, Upscale",Yes,No,Null,mastrosrestaurants.com,(312) 521-5100
RWULs45ZzaD-OJj5A-Kk8g,LYFE Kitchen,"413 North Clark St Chicago, IL 60654 Neighbourhood: Near North Side",582,4.0,"American (New),
                    Gluten-Free,
                    Vegetarian","413 North Clark StChicago, IL 60654",Mon 7:00 am - 9:30 pm Tue 7:00 am - 9:30 pm Wed 7:00 am - 9:30 pm Thu 7:00 am - 9:30 pm Fri 7:00 am - 9:30 pm Sat 8:00 am - 9:30 pm Sun 8:00 am - 9:30 pm ,Yes,Yes,"Garage, Street",Casual,Yes,$11-30,No,No,Yes,Null,Yes,Free,Lunch,Full Bar,Average,Casual,Yes,Yes,Null,lyfekitchen.com/locations/il/…,(312) 836-5933
JOHN_wTFT2XiLliajdIqhQ,Roy’s Restaurant,"720 N State St Chicago, IL 60654 Neighbourhood: Near North Side",449,4.0,"Seafood,
                    Steakhouses,
                    Sushi Bars","720 N State StChicago, IL 60654",Mon 4:00 pm - 10:00 pm Tue 4:00 pm - 10:00 pm Wed 4:00 pm - 10:00 pm Thu 4:00 pm - 10:00 pm Fri 4:00 pm - 11:00 pm Sat 11:00 am - 11:00 pm Sun 11:00 am - 9:00 pm ,No,Yes,"Valet, Private Lot",Dressy,Yes,$31-60,Yes,No,No,Null,No,Free,Dinner,Full Bar,Average,Upscale,Yes,No,Null,roysrestaurant.com,(312) 787-7599
rgHFY55p10VVur7N3s-z5Q,Roka Akor - Chicago,"456 N Clark St Chicago, IL 60654 Neighbourhood: River North, Near North Side",967,4.0,"Sushi Bars,
                    Japanese,
                    Steakhouses","456 N Clark StChicago, IL 60654",Mon 11:30 am - 2:30 pm5:00 pm - 11:00 pm Tue 11:30 am - 2:30 pm5:00 pm - 11:00 pm Wed 11:30 am - 2:30 pm5:00 pm - 11:00 pm Thu 11:30 am - 2:30 pm5:00 pm - 12:00 am Fri 11:30 am - 2:30 pm5:00 pm - 12:00 am Sat 5:00 pm - 12:00 am Sun 5:00 pm - 11:00 pm ,No,Yes,Valet,Dressy,Yes,$31-60,Yes,No,Yes,Null,Yes,Free,Dinner,Full Bar,Average,Trendy,Yes,Yes,Null,rokaakor.com/locations/chicago,(312) 477-7652
rnjz2KNgsQ2YaC_kjeuuAQ,Kinzie Chophouse,"400 N Wells St Chicago, IL 60654 Neighbourhood: River North, Near North Side",656,4.0,"Steakhouses,
                    American (New),
                    Desserts","400 N Wells StChicago, IL 60654",Mon 11:00 am - 10:00 pm Tue 11:00 am - 10:00 pm Wed 11:00 am - 10:00 pm Thu 11:00 am - 10:00 pm Fri 11:00 am - 11:00 pm Sat 4:00 pm - 11:00 pm Sun 4:00 pm - 9:00 pm ,No,Yes,"Garage, Street, Validated",Dressy,Yes,$31-60,Yes,Yes,Yes,Null,Yes,Free,Dinner,Full Bar,Average,Classy,Yes,No,Null,kinziechophouse.com,(312) 822-0191
dOAj9yI4Y5JsBxQX5D6NBQ,Prosecco,"710 N Wells St Chicago, IL 60654 Neighbourhood: River North, Near North Side",578,4.0,Italian,"710 N Wells StChicago, IL 60654",Mon 11:30 am - 9:00 pm Tue 11:30 am - 9:00 pm Wed 11:30 am - 9:00 pm Thu 11:30 am - 10:00 pm Fri 11:30 am - 10:00 pm Sat 5:00 pm - 10:00 pm Sun Closed ,No,Yes,"Valet, Street",Dressy,Yes,$31-60,Yes,No,Yes,Null,Yes,Free,Dinner,Full Bar,Average,"Romantic, Classy",No,No,Null,prosecco.us.com,(312) 951-9500
wYBTYDCk5ebNm7WtPfvX-g,Nonnina,"340 N Clark St Chicago, IL 60654 Neighbourhood: River North, Near North Side",340,4.0,Italian,"340 N Clark StChicago, IL 60654",Mon 11:00 am - 10:30 pm Tue 11:00 am - 10:30 pm Wed 11:00 am - 10:30 pm Thu 11:00 am - 10:30 pm Fri 11:00 am - 11:00 pm Sat 4:00 pm - 11:00 pm Sun 3:00 pm - 8:00 pm ,No,Yes,Valet,Dressy,Yes,$11-30,Yes,No,Yes,Yes,Yes,No,Dinner,Full Bar,Average,Null,No,Yes,Null,nonninachicago.com,(312) 822-0077
olT3-oFfj5jCuv49M6gZgQ,Chicago Cut Steakhouse,"300 N Lasalle Chicago, IL 60654 Neighbourhood: River North, Near North Side",1266,4.0,Steakhouses,"300 N LasalleChicago, IL 60654",Mon 7:00 am - 1:30 am Tue 7:00 am - 1:30 am Wed 7:00 am - 1:30 am Thu 7:00 am - 1:30 am Fri 7:00 am - 1:30 am Sat 10:00 am - 1:30 am Sun 10:00 am - 1:30 am ,No,Yes,Valet,Dressy,Yes,Above $61,Yes,No,Yes,Yes,Yes,Free,Dinner,Full Bar,Average,Upscale,Yes,No,Null,chicagocutsteakhouse.com,(312) 329-1800
bjQFZfYCjR1UmnUYZUL9Zg,The Hampton Social,"353 W Hubbard St Chicago, IL 60654 Neighbourhood: River North, Near North Side",599,3.5,"Seafood,
                    Breakfast & Brunch,
                    American (New)","353 W Hubbard StChicago, IL 60654",Mon 11:00 am - 10:00 pm Tue 11:00 am - 10:00 pm Wed 11:00 am - 11:00 pm Thu 11:00 am - 11:00 pm Fri 11:00 am - 12:00 am Sat 10:00 am - 12:00 am Sun 10:00 am - 10:00 pm ,No,Yes,"Valet, Street",Casual,Yes,$11-30,Yes,Yes,Yes,Yes,No,Free,"Brunch, Lunch, Dinner",Full Bar,Average,Trendy,Yes,Yes,Yes,thehamptonsocial.com,(312) 464-0500
JMWtBuuNmTXqoBs06Wt_7w,RPM Steak,"66 W Kinzie St Chicago, IL 60654 Neighbourhood: Near North Side",1019,4.0,"Steakhouses,
                    Salad,
                    Sandwiches","66 W Kinzie StChicago, IL 60654",Mon 11:00 am - 12:00 am Tue 11:00 am - 12:00 am Wed 11:00 am - 12:00 am Thu 11:00 am - 12:00 am Fri 11:00 am - 12:00 am Sat 4:00 pm - 12:00 am Sun 4:00 pm - 12:00 am ,No,Yes,"Valet, Garage, Street",Dressy,Yes,Above $61,Yes,Yes,Yes,Yes,Yes,Free,Dinner,Full Bar,Average,"Trendy, Classy, Upscale",No,Yes,Yes,rpmrestaurants.com,(312) 284-4990
SUG5XtgrhfcFncFrHL1bdA,Point & Feather,"113 W Hubbard St Chicago, IL 60654 Neighbourhood: River North, Near North Side",33,3.5,"Cocktail Bars,
                    Sports Bars,
                    Tapas/Small Plates","113 W Hubbard StChicago, IL 60654",Mon 4:00 pm - 1:00 am Tue 4:00 pm - 1:00 am Wed 4:00 pm - 1:00 am Thu 4:00 pm - 1:00 am Fri 4:00 pm - 2:00 am Sat 4:00 pm - 3:00 am Sun 4:00 pm - 1:00 am ,No,Yes,"Valet, Street",Casual,Yes,$11-30,Yes,No,No,Null,No,Free,Null,Full Bar,Loud,Null,Yes,Null,Yes,pointandfeatherchicago.com,(312) 644-0113
ksY97mbEy23n8GbYxOBgpA,25 Degrees,"736 N Clark St Chicago, IL 60654 Neighbourhood: Near North Side, River North",765,4.0,"Burgers,
                    Chicken Wings,
                    Sandwiches","736 N Clark StChicago, IL 60654",Mon 11:00 am - 11:00 pm Tue 11:00 am - 11:00 pm Wed 11:00 am - 11:00 pm Thu 11:00 am - 12:00 am Fri 11:00 am - 12:00 am Sat 11:00 am - 12:00 am Sun 11:00 am - 10:00 pm ,No,Yes,Street,Casual,Yes,$11-30,Yes,Yes,Yes,Yes,Yes,Free,Dinner,Full Bar,Average,Casual,Yes,No,Yes,25degreeschi.com,(312) 943-9700
id3TDF8s7BMYQCLm4HMCng,Club Lago,"331 W Superior St Chicago, IL 60654 Neighbourhood: River North, Near North Side",263,4.0,"Italian,
                    Pubs,
                    Wine Bars","331 W Superior StChicago, IL 60654",Mon 11:00 am - 10:00 pm Tue 11:00 am - 10:00 pm Wed 11:00 am - 10:00 pm Thu 11:00 am - 10:00 pm Fri 11:00 am - 11:00 pm Sat 11:00 am - 11:00 pm Sun Closed ,Yes,Yes,Street,Casual,Yes,$11-30,Yes,No,Yes,Null,Yes,Free,Dinner,Full Bar,Average,Casual,Yes,Yes,Null,clublago.com,(312) 951-2849
4NMrTDI0DVQqUsF_4SWdVA,Coco Pazzo,"300 W Hubbard St Chicago, IL 60654 Neighbourhood: River North, Near North Side",351,4.0,Italian,"300 W Hubbard StChicago, IL 60654",Mon 11:30 am - 10:00 pm Tue 11:30 am - 10:00 pm Wed 11:30 am - 10:00 pm Thu 11:30 am - 10:00 pm Fri 11:30 am - 10:30 pm Sat 5:30 pm - 10:30 pm Sun 5:00 pm - 9:30 pm ,No,Yes,Valet,Dressy,Yes,$31-60,Yes,No,Yes,Yes,No,No,Dinner,Full Bar,Average,Classy,No,Yes,Null,cocopazzochicago.com,(312) 836-0900
dsNOMy73KW_eP6ZtecZqCg,3 Greens Market,"354 W Hubbard St Chicago, IL 60654 Neighbourhood: River North, Near North Side",165,4.0,"Salad,
                    Coffee & Tea,
                    Burgers","354 W Hubbard StChicago, IL 60654",Mon 7:00 am - 8:00 pm Tue 7:00 am - 8:00 pm Wed 7:00 am - 8:00 pm Thu 7:00 am - 8:00 pm Fri 7:00 am - 8:00 pm Sat 8:00 am - 3:00 pm Sun 8:00 am - 3:00 pm ,Yes,Yes,Street,Casual,Yes,$11-30,No,Yes,Yes,No,Yes,Free,Lunch,Full Bar,Average,"Casual, Trendy",Yes,Yes,Yes,3greensmarket.com,(312) 888-9195
TxbSPkwNpy0HVXcq2sRirw,Da Lobsta,"416 N Clark St Chicago, IL 60654 Neighbourhood: River North, Near North Side",409,4.0,"Seafood,
                    Fast Food","416 N Clark StChicago, IL 60654",Mon 11:00 am - 9:00 pm Tue 11:00 am - 9:00 pm Wed 11:00 am - 9:00 pm Thu 11:00 am - 9:00 pm Fri 11:00 am - 9:00 pm Sat 11:00 am - 9:00 pm Sun 11:00 am - 9:00 pm ,Yes,Yes,Street,Casual,Yes,$11-30,No,Yes,Yes,No,Yes,Free,Lunch,Beer & Wine Only,Average,Casual,Yes,Yes,Null,dalobsta.com,(312) 955-0894
jGiKIJCVLZHXQDSNnSLPsw,Xoco,"449 N Clark St Chicago, IL 60654 Neighbourhood: Near North Side",3293,4.0,"Mexican,
                    Breakfast & Brunch,
                    Sandwiches","449 N Clark StChicago, IL 60654",Mon Closed Tue 8:00 am - 9:00 pm Wed 8:00 am - 9:00 pm Thu 8:00 am - 9:00 pm Fri 8:00 am - 10:00 pm Sat 8:00 am - 10:00 pm Sun Closed ,Yes,Yes,Street,Casual,No,$11-30,No,No,Yes,No,Yes,No,Lunch,Beer & Wine Only,Average,Casual,No,No,Yes,rickbayless.com,(312) 661-1434
fEKUE_hIzur3XoHAzGOcvg,Highline Bar + Lounge,"169 W Kinzie St Chicago, IL 60654 Neighbourhood: River North, Near North Side",141,4.0,"Bars,
                    American (Traditional),
                    Venues & Event Spaces","169 W Kinzie StChicago, IL 60654",Mon 11:00 am - 12:00 am Tue 11:00 am - 2:00 am Wed 11:00 am - 2:00 am Thu 11:00 am - 2:00 am Fri 11:00 am - 2:00 am Sat 11:00 am - 3:00 am Sun 11:00 am - 5:00 pm ,No,Yes,Street,Casual,Yes,$11-30,Yes,No,Yes,Yes,No,Free,"Brunch, Lunch",Full Bar,Average,Casual,Yes,Yes,Yes,highlinebarchicago.com,(312) 533-2742
c1J0cIfrq8zC-zovH5AJRQ,sweetgreen,"623 N State St Chicago, IL 60654 Neighbourhood: Near North Side",169,4.5,"Salad,
                    Vegetarian","623 N State StChicago, IL 60654",Mon 10:30 am - 10:00 pm Tue 10:30 am - 10:00 pm Wed 10:30 am - 10:00 pm Thu 10:30 am - 10:00 pm Fri 10:30 am - 10:00 pm Sat 10:30 am - 10:00 pm Sun 10:30 am - 10:00 pm ,Yes,Yes,Street,Casual,No,$11-30,No,No,Yes,No,No,No,Lunch,No,Average,"Casual, Trendy",No,No,Null,sweetgreen.com,(312) 374-8173
E974TODU6F-HCzUS02nXiQ,Tortoise Supper Club,"350 N State St Chicago, IL 60654 Neighbourhood: Near North Side",381,4.0,"Supper Clubs,
                    Seafood,
                    Steakhouses","350 N State StChicago, IL 60654",Mon 11:30 am - 9:30 pm Tue 11:30 am - 9:30 pm Wed 11:30 am - 9:30 pm Thu 11:30 am - 9:30 pm Fri 11:30 am - 10:30 pm Sat 5:00 pm - 10:30 pm Sun 5:00 pm - 9:00 pm ,No,Yes,Valet,Dressy,Yes,$31-60,Yes,No,Yes,Null,Yes,Free,Dinner,Full Bar,Average,Classy,Yes,Yes,Null,tortoisesupperclub.com,(312) 755-1700
Rx7Ig5gBISFtGHrviH0cFg,Hutch American Cafe River North,"416 W Ontario St Chicago, IL 60654 Neighbourhood: River North, Near North Side",110,3.5,"Breakfast & Brunch,
                    American (Traditional)","416 W Ontario StChicago, IL 60654",Mon 8:00 am - 7:00 pm Tue 8:00 am - 7:00 pm Wed 8:00 am - 7:00 pm Thu 8:00 am - 7:00 pm Fri 8:00 am - 7:00 pm Sat 8:00 am - 3:00 pm Sun 8:00 am - 3:00 pm ,Yes,Yes,Street,Casual,Yes,$11-30,No,Yes,Yes,Yes,No,Free,"Brunch, Lunch",Full Bar,Average,Casual,Yes,No,Null,hutchamericancafe.com,(312) 300-4195
qizzFBua15kSbWB48T8XGg,Public House,"400 N State St Chicago, IL 60654 Neighbourhood: Near North Side",858,3.5,"American (New),
                    Sports Bars,
                    Beer Bar","400 N State StChicago, IL 60654",Mon 11:30 am - 2:00 am Tue 11:30 am - 2:00 am Wed 11:30 am - 2:00 am Thu 11:30 am - 2:00 am Fri 11:30 am - 2:00 am Sat 10:00 am - 3:00 am Sun 10:00 am - 2:00 am ,No,Yes,"Valet, Street",Casual,Yes,$11-30,Yes,Yes,Yes,Null,Yes,Free,Dinner,Full Bar,Very Loud,Trendy,Yes,Yes,Null,publichousechicago.com,(312) 265-1240
Rx7Ig5gBISFtGHrviH0cFg,Hutch American Cafe River North,"416 W Ontario St Chicago, IL 60654 Neighbourhood: River North, Near North Side",110,3.5,"Breakfast & Brunch,
                    American (Traditional)","416 W Ontario StChicago, IL 60654",Mon 8:00 am - 7:00 pm Tue 8:00 am - 7:00 pm Wed 8:00 am - 7:00 pm Thu 8:00 am - 7:00 pm Fri 8:00 am - 7:00 pm Sat 8:00 am - 3:00 pm Sun 8:00 am - 3:00 pm ,Yes,Yes,Street,Casual,Yes,$11-30,No,Yes,Yes,Yes,No,Free,"Brunch, Lunch",Full Bar,Average,Casual,Yes,No,Null,hutchamericancafe.com,(312) 300-4195
_FBHkdADghdd6r6pX5LL-Q,Griddle 24,"334 W Chicago Ave Chicago, IL 60654 Neighbourhood: Near North Side",95,4.0,"Diners,
                    Breakfast & Brunch,
                    Fast Food","334 W Chicago AveChicago, IL 60654",Mon Open 24 hours Tue Open 24 hours Wed Open 24 hours Thu Open 24 hours Fri Open 24 hours Sat Open 24 hours Sun Open 24 hours ,Yes,Yes,Street,Casual,Yes,$11-30,No,No,Yes,Yes,No,No,"Breakfast, Brunch, Lunch, Dinner, Late Night, Dessert",Beer & Wine Only,Average,Casual,Yes,No,Yes,griddle24.com,(312) 943-2424
8vFJH_paXsMocmEO_KAa3w,Lou Malnati’s Pizzeria,"439 N Wells St Chicago, IL 60654 Neighbourhood: River North, Near North Side",4308,4.0,"Pizza,
                    Italian,
                    Sandwiches","439 N Wells StChicago, IL 60654",Mon 11:00 am - 11:00 pm Tue 11:00 am - 11:00 pm Wed 11:00 am - 11:00 pm Thu 11:00 am - 11:00 pm Fri 11:00 am - 12:00 am Sat 11:00 am - 12:00 am Sun 11:00 am - 11:00 pm ,Yes,Yes,Street,Casual,Yes,$11-30,No,Yes,Yes,Null,Yes,Free,"Lunch, Dinner",Full Bar,Average,Casual,Yes,Yes,Null,loumalnatis.com/chicago-river…,(312) 828-9800
efjE9fu4FvY-mPyC8k6qhQ,Foundation Room,"329 N Dearborn St House of Blues Restaurant & Bar Chicago, IL 60654 Neighbourhood: Near North Side",26,4.0,"American (New),
                    Lounges,
                    Music Venues","329 N Dearborn StChicago, IL 60654",Mon Closed Tue 5:00 pm - 12:30 am Wed 5:00 pm - 12:30 am Thu 5:00 pm - 12:30 am Fri 5:00 pm - 1:30 am Sat 6:00 pm - 1:30 am Sun Closed ,No,Yes,Valet,Dressy,Yes,$11-30,Yes,No,No,Null,No,No,"Late Night, Dessert",Full Bar,Loud,"Trendy, Classy",Yes,Yes,Null,houseofblues.com,(312) 923-7060
hca2uWTIspeoW9r3FHZ1hA,Bijan’s Bistro,"663 N State St Chicago, IL 60654 Neighbourhood: Near North Side",496,3.5,"American (Traditional),
                    Bars","663 N State StChicago, IL 60654",Mon 10:00 am - 4:00 am Tue 10:00 am - 4:00 am Wed 10:00 am - 4:00 am Thu 10:00 am - 4:00 am Fri 10:00 am - 4:00 am Sat 10:00 am - 5:00 am Sun 10:00 am - 4:00 am ,No,Yes,"Valet, Street",Casual,Yes,$11-30,Yes,No,Yes,Null,Yes,Free,Late Night,Full Bar,Average,Null,Yes,Yes,Null,bijansbistrochicago.com,(312) 202-1904
HmZPTPbozz_IeCxWhVpy_w,SPiN,"344 N State St Chicago, IL 60654 Neighbourhood: Near North Side",104,4.0,"Social Clubs,
                    American (New),
                    Sports Clubs","344 N State StChicago, IL 60654",Mon 4:00 pm - 12:00 am Tue 4:00 pm - 12:00 am Wed 4:00 pm - 12:00 am Thu 4:00 pm - 1:00 am Fri 12:00 pm - 2:00 am Sat 12:00 pm - 2:00 am Sun 12:00 pm - 10:00 pm ,No,Yes,Null,Casual,Yes,$11-30,Yes,No,Yes,Yes,Yes,Free,Dinner,Full Bar,Average,"Casual, Trendy",Yes,No,Yes,chicago.wearespin.com,(773) 635-9999
qizzFBua15kSbWB48T8XGg,Public House,"400 N State St Chicago, IL 60654 Neighbourhood: Near North Side",858,3.5,"American (New),
                    Sports Bars,
                    Beer Bar","400 N State StChicago, IL 60654",Mon 11:30 am - 2:00 am Tue 11:30 am - 2:00 am Wed 11:30 am - 2:00 am Thu 11:30 am - 2:00 am Fri 11:30 am - 2:00 am Sat 10:00 am - 3:00 am Sun 10:00 am - 2:00 am ,No,Yes,"Valet, Street",Casual,Yes,$11-30,Yes,Yes,Yes,Null,Yes,Free,Dinner,Full Bar,Very Loud,Trendy,Yes,Yes,Null,publichousechicago.com,(312) 265-1240
tCNzwYegioNBeUIj3Fe3IA,Cantina Laredo,"508 N State St Chicago, IL 60654 Neighbourhood: Near North Side",1202,3.5,Mexican,"508 N State StChicago, IL 60654",Mon 11:30 am - 10:00 pm Tue 11:30 am - 10:00 pm Wed 11:30 am - 10:00 pm Thu 11:30 am - 10:00 pm Fri 11:30 am - 11:00 pm Sat 11:30 am - 11:00 pm Sun 11:30 am - 10:00 pm ,Yes,Yes,Null,Casual,Yes,$11-30,Yes,No,Yes,Yes,Yes,No,Dinner,Full Bar,Average,Trendy,Yes,Yes,Null,cantinalaredo.com,(312) 955-0014
KzZFCaXVo68eRa08nvW97Q,Bassment,"353 W Hubbard St Lower Level Chicago, IL 60654 Neighbourhood: River North, Near North Side",89,3.5,"American (New),
                    Cocktail Bars,
                    Music Venues","353 W Hubbard StChicago, IL 60654",Mon Closed Tue Closed Wed 8:00 pm - 2:00 am Thu 8:00 pm - 2:00 am Fri 8:00 pm - 2:00 am Sat 8:00 pm - 3:00 am Sun Closed ,No,Yes,"Valet, Street",Casual,Yes,$31-60,Yes,No,No,Yes,No,Free,Late Night,Full Bar,Loud,"Trendy, Intimate",No,No,Yes,thebassmentchicago.com,(312) 386-5778
2kNaY86bIQqj1OwNXHwD5A,Chicago Raw,"51 W Huron St Chicago, IL 60654 Neighbourhood: Near North Side",134,4.5,"Vegan,
                    Vegetarian,
                    Live/Raw Food","51 W Huron StChicago, IL 60654",Mon 7:00 am - 9:00 pm Tue 7:00 am - 9:00 pm Wed 7:00 am - 9:00 pm Thu 7:00 am - 9:00 pm Fri 7:00 am - 9:00 pm Sat 7:00 am - 9:00 pm Sun 7:00 am - 9:00 pm ,Yes,Yes,Street,Casual,No,$11-30,No,No,Yes,Null,No,Free,"Breakfast, Lunch, Dinner, Dessert",No,Quiet,Null,No,No,Null,chicagorawfood.com,(312) 664-2729
NfigrGVZr3-LLZnyGlM3nQ,Joy District,"112 Hubbard St Chicago, IL 60654 Neighbourhood: River North, Near North Side",196,3.0,"Dance Clubs,
                    Bars,
                    American (New)","112 Hubbard StChicago, IL 60654",Mon 3:00 pm - 2:00 am Tue 3:00 pm - 2:00 am Wed 3:00 pm - 2:00 am Thu 3:00 pm - 2:00 am Fri 3:00 pm - 2:00 am Sat 11:00 am - 3:00 am Sun 11:00 am - 10:00 pm ,No,Yes,"Valet, Street",Dressy,Yes,$11-30,Yes,No,No,Yes,Yes,Free,Dinner,Full Bar,Loud,Null,No,No,Yes,joychicago.com,(312) 955-0339
WsU46rtQDsc9tZUWroD4TA,Al’s Beef,"169 W Ontario St Chicago, IL 60654 Neighbourhood: River North, Near North Side",534,3.5,"Italian,
                    Hot Dogs,
                    Sandwiches","169 W Ontario StChicago, IL 60654",Mon 10:00 am - 12:00 am Tue 10:00 am - 12:00 am Wed 10:00 am - 12:00 am Thu 10:00 am - 12:00 am Fri 10:00 am - 3:00 am Sat 10:00 am - 3:00 am Sun 11:00 am - 9:00 pm ,Yes,Yes,"Street, Private Lot",Casual,Yes,Under $10,No,Yes,Yes,Null,Yes,Free,Lunch,No,Average,Casual,No,Yes,Null,alsbeef.com,(312) 943-3222
2lfTEF7zALaPLx4qQwVXFw,Bub City,"435 N Clark St Chicago, IL 60654 Neighbourhood: Near North Side",858,3.5,"Barbeque,
                    Breakfast & Brunch,
                    Bars","435 N Clark StChicago, IL 60654",Mon 11:00 am - 2:00 am Tue 11:00 am - 2:00 am Wed 11:00 am - 2:00 am Thu 11:00 am - 2:00 am Fri 11:00 am - 2:00 am Sat 10:00 am - 3:00 am Sun 10:00 am - 12:00 am ,No,Yes,"Valet, Street",Casual,Yes,$11-30,Yes,Yes,Yes,Null,Yes,Free,Dinner,Full Bar,Loud,Casual,Yes,Yes,Null,bubcityrosemont.com,(312) 610-4200
p_zaEFg7Hoq-eLPDO1ooIA,Bistro Voltaire,"226 W Chicago Ave Chicago, IL 60654 Neighbourhood: Near North Side",234,4.0,French,"226 W Chicago AveChicago, IL 60654",Mon 5:00 pm - 10:00 pm Tue 5:00 pm - 10:00 pm Wed 5:00 pm - 10:00 pm Thu 5:00 pm - 10:00 pm Fri 5:00 pm - 10:00 pm Sat 5:00 pm - 10:00 pm Sun Closed ,No,Yes,Null,Casual,Yes,$31-60,Yes,No,Yes,Null,No,No,Null,Full Bar,Average,Intimate,No,No,Null,bistrovoltaire.com,(312) 265-0911
5SLlXjQRWnLCaRAJtX5uhA,Enolo Wine Cafe,"450 N Clark St Chicago, IL 60654 Neighbourhood: River North, Near North Side",214,4.0,"Wine Bars,
                    Tapas/Small Plates,
                    Cafes","450 N Clark StChicago, IL 60654",Mon 4:00 pm - 11:00 pm Tue 4:00 pm - 11:00 pm Wed 4:00 pm - 11:00 pm Thu 4:00 pm - 12:00 am Fri 4:00 pm - 12:00 am Sat 2:00 pm - 12:00 am Sun 2:00 pm - 11:00 pm ,No,Yes,"Valet, Street",Casual,Yes,$11-30,Yes,Yes,Yes,Yes,Yes,Free,Dinner,Full Bar,Average,Trendy,Yes,Yes,Yes,enolowinecafe.com,(312) 477-7674
