reviewID,businessID,reviewerID,date,reviewContent,rating,usefulCount,coolCount,funnyCount
EW9DipeQTEt-0NjLXP-dPg,Xs7VQkl9cFTWQqmq69UvuQ,k97c4eriYUeMG_cGw8rYLQ,2/26/2018,"My friend and I came back in on a Saturday evening around 5:15PM. We were seated right away. Our waitress was fantastic, she offered her honest opinion and provided great suggestions. She visited our table often and our food was served in a timely manner. Barrio management stopped by as well to make sure we were enjoying our dinner. Barrio does a really nice job with their cocktails. My friends and I have always really enjoyed our drinks even though we all have different tastes and preferences. On this visit I had the rhythm is a dancer cocktail, it was fruity but not overly sweet, and the liquor did not over power the taste of the drink. For an appetizer we had the burrata served with polenta bread. It was super tasty and I liked that it was a lighter tasting appetizer. I would definitely order the burrata, kale and corn empanadas, and the guacamole again. Next time I come, I'm going to try their sweet potato guacamole. My favorite app thus far has been the nachos, those are a must try! I really like when restaurants have unique menu options and Barrio definitely doesn't disappoint with interesting combinations of flavors. For dinner I had the barbakoa tacos, you can tell the corn tortilla shells are freshly made. I enjoyed the overall flavor of the tacos, and I was pretty full after eating three of them. My friend got the mushroom vegetarian tacos, they are a good option if you are a vegetarian but the meat tacos are definitely better. Next visit, I want to try the deconstructed chicken tacos! We ended the night with some tres leche. It is definitely more than enough for 1 and the perfect size for 2. I like their take on this dessert. It is broken into 3 small cakes with whip cream, strawberries, a candy brittle, and some sort of sauce. It had a unique flavor combination and was a dessert that I haven't seen at many places. I would order this again! Overall, this was a great visit and I was glad that I was able to try more menu items. I'm excited to come back to try a few other things that I have been eyeing on the menu.",5.0,1,1,1
tbMlc8D6se19JjJ_-72gvQ,Xs7VQkl9cFTWQqmq69UvuQ,NtKMJdSUQf8yYy6SgC4EdA,3/5/2018,"Barrio promised to be a nice addition to the River North food scene, a cousin of Siena Tavern, and carries a nicely done interior setting reminiscent of Spain meets new world, but the contemporary version. However, the tepid service and upcharging (small dish of fruit was 7) left me dinging them one star - it's likely a 3.5. Ironically, my experience suggests that the same flawed model applies to Siena Tavern, so it may be an operational trait.  We went to brunch, a relatively recent addition to the menu, and tried several promising items: the guacamole (OK but probably not worth it), churro French toast (delicious and well done with dragonfruit and grilled pineapple plus horchata whipped cream), lemon ricotta pancakes (OK but not memorable), chilaquiles with chicken (good flavor but lacked the salsa add on that I expected), and sopes eggs Benedict (good but lacked something, maybe spice or the chipotle hollandaise was too mild). I should add that everything was aesthetically pleasing - the display deserves credit.  The service was off and each one of us wondered if the explanation was the busy brunch schedule, the table location, or just our server. It wasn't clear but in any case, some of the unmet basics were frustrating (needing napkins, extra utensils, asking a follow up question or being clear about items on the menu). I would give it another try but given the plethora of options in my neighborhood, I may de prioritize Barrio.",3.0,0,0,0
1cRW70PxwPxXirGyURW35A,Xs7VQkl9cFTWQqmq69UvuQ,_E5HgOQAMmqoEaADj1wDeA,3/4/2018,"Right down the block from Frontera, so that's the obvious point of reference. Barrio is not as good and is a worse value. (Take that with a grain of salt, since Frontera is arguably the best restaurant in the city.) Okay beer list. Huge wine and cocktail list. Lunch menu is quite limited, especially if you don't plan to share. Service was slow (and bad) but the kitchen was fast.  I initially ordered a steak sandwich, which comes with fries or a salad on the side. Server disappeared for 15 minutes then returned to tell me that I can't get a sandwich because the kitchen doesn't want to cut more sandwich portions of steak.  (Yes, that was his actual explanation.) He suggests a burger (?!?) or the steak tacos ""which come with a side of corn."" The tacos were delicious, particularly because they make their own tortillas. OTOH, you only get 2 for $12 and they total only like 5 oz. of steak. No problem, since the side is included, right? Nope! He charged me an additional $9 for the corn (which I didn't even order) bringing the total to $21 for 2 small tacos and some corn.",3.0,0,0,0
cSIqVqf_swRBGHLbhrvFhQ,Xs7VQkl9cFTWQqmq69UvuQ,iFadxdXUK118lr-gx6-2tA,2/18/2018,"I came here for restaurant week on a Wednesday and it was a great experience! Our server, Masha, was super sweet and friendly. This restaurant is conveniently located in River North and the ambiance is lovely.Sweet Potato Guacamole (5/5): I love all the garnishes on the guacamole. I know this is not ""authentic"" but I love the pieces of meat and cranberries. Chips were warm and fresh too!Grilled Octopus (5/5): Great sauce at the bottom. The potatoes were also crispy and deliciousDiver Scallops (4/5): I think these scallops were good, but my only complaint is that the sauce was a bit too sweet. A little bit of sweetness is good, but I thought it overpowered the taste of the scallops.Churros (5/5): YES! I know Barrio and the take-out window are known for the churros so I was very excited to try this. It also comes with vanilla cream, caramel, and chocolate dipping sauces. I love the chocolate dipping sauce but I thought the consistency of the sauce was a bit weird. Very hard to dip.Cocoa taco (5/5): Very cute idea of doing a taco dessert--it's essentially a rolled waffle with ice cream and whipped cream inside. It was good.Overall, I'd recommend checking this place out if you get the chance. The booth seats are very comfy and the ambiance is quite nice.",5.0,0,0,0
DNA1ZaQNRTGXbQ50rxju-g,Xs7VQkl9cFTWQqmq69UvuQ,TQCSj5-SgTjuMx6eEEAiCA,2/5/2018,"Drinks: 5+ starsBarrio may be my new favorite place to return. The ambiance is lively a very attractive interior space. I especially liked the chandeliers over the long tables. 4 ladies came out for restaurant week 2018 and we were rather content with the 3 course options. Most of us ordered octopus app and the scallop entree (3 pieces). I would get the short rib next time. I certainly enjoyed the churro dessert with the trio of sweet dips. We were surprisingly blown away by the cocktail concoctions. We tried 4 different ones and they were all hits...none of the drinks were too sweet or too tart. The Kat's Pajamas (not sweet or tart), Subourbonite (more boozy but balanced), Sophia the Sophisticate (the chili lime rim was awesome), and Pantera Rosa (light and refreshing). We saw the owner at a distance charring some marshmallows for a drink table side for some lucky diners.I'm looking forward to return one day soon.",5.0,8,8,2
XDSTVKcH59BmHWE9mNbH0g,Xs7VQkl9cFTWQqmq69UvuQ,4u_09BoBw8hR9i3yMNF3XQ,2/9/2018,"My friends and I came here during restaurant week. It sure was a good deal. Our server was attentive and came by often to check on us. My drink was a bit weak for the $14 price tag.We ordered the sweet potato guacamole, octopus, burrata, and queso fundido. My favorite was the guacamole as it had good flavor and is different than the norm. The chips were freshly fried which was a nice touch. The octopus only had one small piece and had 4 fingerling potatoes. This dish would have been better if it was all potatoes as the sauce as tasty. The burrata was kinda odd to have at a Mexican restaurant. Lastly the queso fundido was perfect with the homemade blue tortillas. We asked for more tortillas and they brought out more with no problems.For the entrees we got the short rib, deconstructed chicken al pastor, mushroom tacos, and scallops. My fav was the short rib followed by the scallops. The al pastor was a bit dry. I did like the rice that came with it. The mushroom tacos were meh. I really wanted to love it since I love mushrooms. Dessert was choco taco and mini churros. I really wanted to love the churros. They were a bit heavy and the vanilla sauce was the only one I liked. The chocolate would have better if it was bitter and the caramel was too sweet. The choco taco was ok...it reminded me of French silk pie filling in a waffle cone.",3.0,1,0,1
lDRiyB5O9Geua8X5t1ABiQ,Xs7VQkl9cFTWQqmq69UvuQ,6av0qSdZlDG6rapm3zH_sg,2/1/2018,"When it comes to Mexican food I'm all about hole in the wall places. The more traditional the better. It's so hard for me to get excited about trendy Mexican spots. Initially, I was going to give Barrio 3.5 Stars but I raised it by .5 because Executive Chef Katsuji came by our table to check-in on us! If you're like me and don't keep up with reality t.v. and need a good friend to keep you updated (like Mac R. does for me) you should come to learn that Chef Katsuji is Top Chef Season 12 winner! Here's a foodie fail for you- I had absolutely no idea when I met him! Lol Good thing I trusted my gut to ask him for a picture! Thanks Chef!We came for CRW brunch menu and also ordered one regular menu item. We had: Churros French Toast: I was nearly 80% done with the plate when I realized, ""Wait this is supposed to be churros french toast. Nothing seems churrro-y about this. Did they get my order wrong?"" I was expecting more of a churro consistency, crispier with that cinnamon sugar coating. It had neither of those aspects and my expectations were way off! Later, Chef Katsuji explained they take the churros and make it into a bread pudding. Then they lightly fry the outside. Now that made 100% sense. Was it good, yes. The inside was very moist, topped with dragon fruit and whipped cream. Surprisingly, not too sweet. Chef also mentioned he serves a concha french toast the same way at his other restaurant in LA. Pretty cool. Barbacoa Hash: I'd have to say this was my least favorite dish. It wasn't terrible but when the majority of the hash is made up of sweet potatoes, one would hope the potatoes would be softer. The chunks of sweet potatoes were not thoroughly cooked and had a lot of bite to it. I think it was because maybe they expected them to finish cooking in the scorching hot cast iron skillet they were served in. Really did not enjoy eating these potatoes. The Barbacoa on the other hand was really good and the best thing about this dish. The meat was shredded a little thicker (similar to carnitas) and they give a huge slab. Topped with egg this completed the breakfast aspect.   Sopes Barbacoa Benedict: Best brunch dish among them all. What really stood out was The Chipotle Barbacoa meat. This version of meat was far better than what came in the hash. Super tasty, tender and very thinly shredded. A nice new approach to the average Benny. Service was a little slow considering we were only a table of two. Ambiance was very upbeat. The live DJ in the DJ booth playing a mix of old school house music will defiantly get your blood going in the morning! Awesome bathroom any girl squad would be sure to spend some time in snap'n pics under the shiny disco ball! Overall, pricy but, to be expected for River North. Is it Mexican food I'd be eager to rush back to regularly, not so much. Occasionally, for a fun girls night out, yes. I'll be back to give their dinner menu a try.Shout Out to Chef Katsuji! It was an absolute pleasure meeting you! Thanks for sending over your list of restaurant recommendations I hope to try some when I travel to Mexico! You're totally down to earth! Thanks for scoping us out and taking the time to explain the process behind your dishes! Stay awesome!",4.0,23,16,10
DUKlXqqZBKu6EwwP06flKQ,Xs7VQkl9cFTWQqmq69UvuQ,PKRT0sPZnyMm-ALuEQ30dA,2/2/2018,"I love Top Chef so whenever one of the cheftestants opens a restaurant in Chicago, I'll make my way there.  Restaurant week provided a perfect opportunity to check out Barrio and I'm definitely a fan.  Note that they will only seat you when your entire party has arrived.  My friend ran late so I ended up standing by the door for 20 minutes, which is not ideal.  I started with the churro french toast and the plating was beautiful as I expected.  The dish looked and actually smelled sweet, but it did not taste super sweet which I enjoyed.  My friend had the acai bowl and said it tasted good (again, it looked beautiful).  For my entree I chose the short rib hash, which I regretted once I saw my friend's adobo fried rice.  I thought the short rib hash was pretty good though the flavors were a little more muted than I was expecting.  But I hear the fried rice was delicious -- my friend wasn't sharing so I'll just have to come back and get my own dish!  The meal ended with a lovely shot of horchata with rum.Chef Katsuji also came by our table to say hello and he was very friendly and personable.  I'd absolutely come back.",4.0,4,4,2
QYRrcbBzNOBpmEVa92vPlA,Xs7VQkl9cFTWQqmq69UvuQ,T8jm6pEahSxWM0f4GJ5aZw,1/29/2018,"My second time here was yesterday (Sunday) for Chicago Restaurant Week. Usually I want to try a new place during this week, but I couldn't say no to my friends (& my soul). We were seated promptly once everyone arrived. There were 7 of us. They sat us at one of their booths. We l-o-v-e-d it. It had a large marble table, which was perfect for pictures, curtains at the side, and a chandelier that gave very adequate and nice lighting. The place was packed so I'm glad we were more off to the side so we could hear each other talk. It was many of my friends' first times doing CRW so I had to explain the menu for them. At first; some were just going to order from the main menu, but once they found out they get TWO dishes for $22, they were stoked. For my first course I ordered the churro French toast. That spoke to my soul. It was fluffy, sweet and the perfect portion. My friend loved how the pineapple was grilled. The whip actually tasted like horchata. Amazing. 5/5 For the second course I ordered the Barbacoa short rib hash. Soo savory. The egg was cooked perfectly, the rib was tender, and it was flavorful. At one point I told my friend that it needs rice (we're Asian) and she agreed, or at least some toast or potato to soak up the savory. Looking back at the menu I see there's caramelized sweet potato. Didn't even realize that was in there. Sweet potato is already sweet and caramelizing it adds to that sweetness. It would have been better with a more *starchy* plain carb. 4.5/5 What elevated our experience even more was the free shot of Rumchata they gave us! Thank you, Barrio!! Also, our waitress Yasmin/Jasmin was the best!Now for some feels from my friends:Açaí bowl 3.5/5 - none of them had one before so didn't really know what it should taste like. A bit sour and not that many toppings. Adobo fried rice 2.5/5 - said it was bitter (lemon perhaps?). She ate most of it but disliked it enough to mention it twice. Lemon Ricotta pancakes 4/5 - yummy but very sweet. There's 4 pancakes stacked and he ate half of that stack. There's only so much lemon you could take at one time. Mushroom and Kale omelette 3/5 - standard omelette. Could be made at home. TL;DR Definitely take a trip to Barrio for CRW and/or in general. Love the food here.",5.0,5,4,2
6UppKeQ8-hBnxhOMCMl_uw,Xs7VQkl9cFTWQqmq69UvuQ,IZ2O9lhzwZ9ai32-5_D02g,2/3/2018,"I get excited about Chicago Restaurant Week every year and try to hit a few spots to take advantage of the incredible deals offered around the city. I dined at Barrio in River North with a group of friends for dinner this past Friday night. I have been to Barrio for their opening and for drinks but never to dine. I have also checked out their Bodega around the corner which I love. So I was excited to finally eat at Barrio. I and another friend arrived about 10 minutes late but our other two friends were already seated. We joined them at the booth but I immediately felt crowded as we all had our winter coats. I waited patiently for our server to come to the table to see about checking our coats but it seemed to be taking quite awhile. I got another employee's attention and asked if we could check our coats. While waiting, our server showed up and asked if we wanted any drinks. All I wanted at that moment was to check the coats so I could sit comfortably. Haha! Maybe it's just me but I felt like the coats were crowding me and it being Friday night after what seemed like a long week, I just wanted to relax and be comfortable. Coats were checked, I ordered a cocktail, and we all placed our CRW menu orders. I posted the menu below. We tried almost the entire menu amongst the 4 of us. I enjoyed the grilled octopus though some thought it was a bit chewy. I liked the agave jalapeno and roasted tomato mayonesa very much though wish it was on the side instead of right on top of the octopus so I could really taste it on its own. Both the burrata and queso fundido were good.The Forest Mushroom Tacos are a popular menu item and many people have raved about them, meat eaters included. I did not have them but my friend seemed to love them. I really loved the Diver Scallops. The combination of flavors with the roasted fennel puree, chimichurri,  and habanero-uni butter was really terrific. Two of us ordered this dish and we both seemed to really enjoy it. The final person ordered the Tamarind Beef Shortrib and didn't love it. I tried it and thought it was quite good and having lived in the south I always welcome grits.. The final course was probably the least exciting/enjoyable. Most of us ordered the cocoa taco and one person ordered the churros (not me). I've had the churros at their bodega and really love them but it seems the churros served at the restaurant are just okay. The dipping sauces seemed to win favor over the actual churros. The cocoa taco was a clever idea but nothing special. The presentation was definitely all off. They served the small dessert taco on a large plate making it look awkward. I would have like a contrast of flavors - maybe adding some strawberries. And I really think it would've been much more of a wow if they used fried ice cream instead of chocolate ice cream. But this is only my opinion and I should mention that I am not a huge dessert person. Though I do love ice cream except for chocolate really. Go figure.The server did check in once or twice to see how we liked everything but other than that service was just okay. I was the only one at the table who ordered a cocktail and when I finished it the server didn't check to see if I wanted another one. At the end of our meal, one of the managers came by the table to see how we enjoyed everything. When the manager asked me directly, I had to be honest. I let her know overall I enjoyed the night but thought service could have been better. I mentioned the issue with the cocktail which I know in retrospect is minor but I had just worked a long week, recently met a guy that I am really into, and am in the process of interviewing for a great job so I wanted to celebrate. All of this is beside the point but I was thinking of ordering another drink. Surprisingly and very graciously, the manager offered to buy us all a round of cocktails. I wasn't expecting anything at all but this was definitely a welcome surprise to end the night and a lovely way to treat your guests. I appreciated her gesture and would return based on my overall experience and the quality of food. 1st BURRATA michigan honey, agave salsa verde, polenta breadQUESO FUNDIDOgarlic marinated piquillo peppers, escabeche,taqueria salsa, heirloom corn tortillasROASTED SWEET POTATO GUACAMOLE candied bacon, cranberries, pepitas, goat cheeseGRILLED OCTOPUS crispy papas, agave-jalapeño, roasted tomato mayonesa2nd FOREST MUSHROOM TACOS white truffle garlic crema, cotija cheese, gruyere francesCHICKEN AL PASTOR TACOS deconstructed achiote marinated chicken, pickled red onion, crispy kale, avocado salsa verde,charred pineapple, morita salsaDIVER SCALLOP roasted fennel puree, chimichurri, habanero-uni butterTAMARIND BEEF SHORT RIB anson mills grits, fermented red chiles3rd CHURROS cinnamon chocolate fudge, salted caramel, vanilla cremaCOCOA TACO milk chocolate ice cream, coconut crema, brownie crumble, guajillo caramel, coconut toffee",3.0,2,1,1
z45__yrBarZ4r_ADB26B0Q,Xs7VQkl9cFTWQqmq69UvuQ,6TMDELkjDW0XFazQy1Aeyg,1/31/2018,"5 stars for service3.5 stars for foodHaving heard amazing reviews of Barrio, we signed up for dinner for Restaurant Week. We were seated promptly for our reservation, but had to be moved to make room for a party of 13. Multiple managers came out to personally apologize for the inconvenience and comped is a round of drinks. Servers were constantly making rounds to refill water glasses and check in on our experience. The executive chef was even making rounds!At $33, the restaurant week menu is a great deal! Especially when the short rib alone is normally $30+. We ordered...Roasted Sweet Potato Guacamole: This was a solid guacamole. I'm always a fan of cranberries in guac - shout out to l'patron! However, I think we were expecting more sweet potato. It was more of a garnishment than a core part of the dish. Grilled Octopus: The crispy papas outshines the octopus here. They were so good! The octopus was a tad overcooked, but tasted great with the sauces. Diver Scallop: Generous portion of scallops with creamy fennel puree. Good, but not super duper memorable. Tamarind Beef Short Rib: I know, I know. Tamarind is in the name, but we weren't expecting it to be quite so sweet. It's much more sweet than savory. However, it was beautifully cooked and my friend still ate it all! Churros: This was amazing. Our only complaint was that there wasn't more churro. The sauces were on point!!Cocoa Taco: Great chocolate ice cream inside this taco. However, I'd recommend the churros over this. Hands down!Because the service was so thoughtful, we wouldn't hesitate to come back and give it another shot!",4.0,1,1,1
FOI8oUySdu_sXoAw_6gpHw,Xs7VQkl9cFTWQqmq69UvuQ,I3MY8158DoNn5lqHIXpLDg,2/26/2018,See all the pictures I posted! Barrio is the perfect place for a classier brunch experience in river north. You'll definitely need to make a reservation in advance. I really liked that we shared different plates at the table to get the full experience of what they offer. I had a mimosa but it was a sweet and tangy orange juice with tomato juice in it. You only needed a splash in your champagne and it was delicious! This is a must go to brunch place if you are milling around Chicago wondering what to do and where to eat.,5.0,1,1,0
5uHdmP-IQaXsM08EuhpoDA,Xs7VQkl9cFTWQqmq69UvuQ,kZs4QuF-GNEfa6bogyAtqw,1/29/2018,"It might be a little preemptive to write a review based on my first visit, but my the experience from beginning to end has left me wanting more.  Before I write anymore, I was skeptical at coming to Barrio because I am just not a fan of fusion food. Perhaps I am just too huge of a fan of traditional flavors? Anyway, I was out voted 4 to 1 during Chicago Restaurant Week 2018.  Barrio had a variety of offerings on their CRW menu for Brunch, Lunch, and Dinner. We had a 2:30 PM reservation and was able to decide on either the Brunch or Lunch option. As always, diners are welcome to choose off the regular menu as well. Our party of 5 ordered off the brunch option. Food:Adobo Fried Rice: Fried rice mixed with crispy pork belly, and topped off with a perfectly fried sunny side up egg. We were very impressed with the flavor profile of the pork belly as well as the crunch to melt in your mouth factor up against the creaminess of the egg yolk and tang of the fried rice.  It was a beautiful marriage of meat to carb combo. We don't recommend trying each item on it's own. Mix the three and go on a flavor adventure.Avocado and Heirloom Cherry tomato on toast: You get this hefty slice of bread that has a balanced toasting ratio ( because no one likes burnt toast), decked out from bottom to top, mash avocado, watermelon radish, heirloom cherry tomatoes, poached egg, and topped off with a dash of togarashi. The visual presentation was most certainly instagram worthy and the taste was delicious. From 1st bite to last, you get a mouthful of this crunchy/chewy texture (toast), creamy(avocado & egg yolk), bit of sweet and sour ( watermelon radish), acidity(tomatoes), and hit of heat (togarashi). It is a dish that will touch your basic 5 senses.   Barbacoa Short Rib Hash: Hefty serving of tender melt in your mouth barbacoa short ribs, caramelized sweet potato,charred jalapeño, a poached egg, topped with morita hollandaise. Everything in this dish worked well, but I found that the caramelized sweet potato was overpowered by the slow burn heat of the dish. Dragon Fruit Acai Bowl:Blended acai, topped with dragon fruit, black raspberries, spiced granola, strawberries, and sliced bananas. I didn't care too much for this dish. I found the blended acai on the water side, rather than the consistency of a thick smoothie. Salsa: Freshly fried house made tortilla chips, with salsa verde , white habanero, and a third one I don't recall the name.  The house made chips were fantastic. I personally enjoyed the white habanero and salsa verde mixed together. The 3rd one wasn't memorable, which probably explains why I cannot recall what it was for the life of me.Tacos De La Boga: The restaurant's tortillas, made from heirloom blue corn , grown by Oaxacan farmers are phenomenal. They just create this perfect vessel to carry the spit roasted pork, cheesy scrambledfree range eggs, cilantro, onion,salsa morita, and filament potato directly into your mouth.Drinks:Cuban Tea Party, Smoke Show, Hot Mezz, and King Horchata: all delish!Dessert: Ice Cream Sundae: House made ice creams (fruity pebble, horchata pecan, chocolate graham cracker), topped with house made churros, a brownie crumble, chocolate covered peanuts, cinamion fudge, mixed berry reduction, and a waffle taco with whipped cream. An extremely over the top, decadent, must try dessert. It was perfect for 5 people to share and a sweet cap to the Barrio experience.",4.0,1,1,0
JAJAOB8TVodgwxa5IvwsfQ,Xs7VQkl9cFTWQqmq69UvuQ,UBcycBvac-YqLFtNNvRxkA,1/23/2018,This place is AMAZING! I went here for my birthday and got the bottomless mimosa brunch package. The menu can be overwhelming but our server talked us through and pointed out all the best sellers and even the thought process behind them. We actually went with a lot of her recommendations so this made all the difference.We got to start off with a small brunch shot that was delicious and then went to the bottomless mimosas. The blood orange mimosas were perfect and our server was so attentive in filling our glasses so you didn't feel like you were getting skimped. I love the unique spin that they offer on their food and the flavor combos work so well. My favorites included the pancakes and also the adobo fried rice. Those are a must when you go! The food is presented amazing as well which is great for any food pic fans.10/10 recommend,5.0,1,0,0
ATU7wBcw1rVaIwwjz1Z5ww,Xs7VQkl9cFTWQqmq69UvuQ,G1dGPWOUcF0ClRGcSIWyHA,1/6/2018,Great new spot in the neighborhood. We went for brunch and had the a few vegetarian options. The tortas (without ham and subbed avocado) and the forest mushroom tacos were the two we go.Both were delicious! For the tortas - the eggs were really soft and the bread was tasty.For the tacos - the white truffle was a a nice touch and tasted great. We also got the trio of salsa. The white habenero was tasty and creamy but not spicy.Bobby was a great waiter and the manager came over and introduced herself - very friendly!Would highly recommend this spot for brunch. The dragon fruit acai both and the churro French toast are next on my list!,5.0,3,0,0
cmfm3r-_FvYakqbtnbxMag,Xs7VQkl9cFTWQqmq69UvuQ,SRIU6lu-bHsgi5f8-cg8jQ,2/20/2018,"Short story: go there, get tacos, roasted eggplant, and any cocktailLong story: the hostess has the patience of a saint as my group kept asking to move tables before deciding one of the more private booths to the side was the favorite. I really wanted the tacos, but I wanted all three of the options - my own combo. Thankfully, two friends also wanted three different tacos. Now the eggplant...last minute add to the order - it was sweet and tangy, the texture of the soft eggplant against the crunchy almonds and then the smooth crema, it was a perfect mixture. Other people loved their deconstructed tacos. And I saw a salad. But I was pretty transfixed in getting tacos into my gullet. There were also drinks:- the Cuban tea party: dangerous with tequila and green tea. It went down a little too easy. I could drink those all day- the mula: a Cuban mule with mandarin, a little tang, the sweet orange...at one point or another during the evening, everyone ordered one. - frozen horchata. I love horchata. It's like the milk after a bowl of Cinnamon Toast Crunch. Now freeze it and add rum and dip churros in it. You'll thank me.",5.0,0,0,0
7A7PRAl-BJ5fxtxSy5eJJg,Xs7VQkl9cFTWQqmq69UvuQ,NP3xWT6uTINh_g9_gu7Kyw,2/9/2018,"I went here with a group of four on a Thursday night during Restaurant Week. None of has had been here before, and I'd say we all enjoyed our experience!Our server was Bobby, who was a pleasure! He was very warm and welcoming, but not over the top or pushy at all. For drinks, I ordered the Ring Around the Rose. It came in a beautiful glass, and I loved their take on a fruity sangria! For starters, we all shared two orders of the Queso Fundido (so good with the tortillas that come with), Grilled Octopus (some of the best octopus I've had in the city), and the Guacamole (average). For the entree, three of us ordered the short rib and the fourth ordered the deconstructed Al Pastor Tacos. I can't speak to the tacos, but the short rib fell apart and melted in your mouth. For dessert, we all split two orders of the churros and two orders of the Cocoa Taco. The taco was perfectly light, and I loved the dipping sauces that came with the churros. Overall, it was a great experience! Great decor and glass/dishware to top it off!",4.0,1,1,1
RCUB-_QAYkT1r4xNXAmWmw,Xs7VQkl9cFTWQqmq69UvuQ,vBhPIrGrtAMT2sAL3v9CCA,2/9/2018,"This is a fairly new restaurant that replaced one of my favorite burger places, Blackfinn. We thought the perfect way to try it out was during restaurant week for dinner. The deal was 3 courses for $33; all of the dishes looked so good that it was impossible to pick. Ultimately I got to try:Grilled Octopus: Crispy potatoes with the tomato mayo were delicious, octopus was a bit too charred/bitter for meBurrata: Amazing, can't go wrongBeef Short Rib: Large portion size, meat was really tender. First time having grits and it was a great complement for the short ribDiver Scallops: Cooked perfectly Mushroom Tacos: Average, couldn't taste the truffle flavorChurros: Way more sauce than there were churros. The salted caramel sauce was delicious Cocoa Taco: Basically chocolate ice cream on waffle cone, still good regardless.Definitely will be going back to try their cocktails, which a lot of them are mezcal based!Service was great and they let us get seated before our whole party arrived. The restaurant week deal contained items on the main menu at a huge discount.",5.0,1,1,1
ClM1A0WrIiceVnrc-9B7OQ,Xs7VQkl9cFTWQqmq69UvuQ,EoEyGzw7lZyYT6dkrlHT1Q,2/3/2018,"Stopped by for some dessert. We had the Tres Leches and Sundae. We sat at the bar and the whole place was very nice and servers were attentive. The desserts were just ok. The Tres Leches were a little dry for a Tres Leches cake. I expected a much more moist cake. The Sundae had some good flavored ice creams. I particularly liked the fruity pebbles, pecan ice cream, and the chocolate brownie. For the prices I expected to be more wowed by the flavors. I would skip the Tres Leches next time. The full menu did look interesting though. Will update if we come back and try other things.",3.0,6,2,1
wFfDg-9SWM0ZL2xjR6sz2g,Xs7VQkl9cFTWQqmq69UvuQ,MeIIBJC3lefCeQolzfCTkQ,2/26/2018,"I had a great time here during restaurant week! First, this place is gorgeous! I loved the decor, and the ambiance of the place. I ordered the guacamole, deconstructed al pastor tacos, and churros while my friend ordered the octopus, scallops, and cocoa taco. Holy hell, everything was amazing. So flavorful! My guacamole had goat cheese and bacon in it, and it paired well with the chips. The octopus was cooked well, and didn't have a chewy consistency which I appreciated. My tacos were good, with flavorful chicken and a cilantro tasting rice. Finally, the dessert was icing on the cake so to speak. The taco was messy, and pretty average. But the churros were bite size, with chocolate, caramel, and vanilla dips. Service was great, and I'll definitely be coming again! Oh and it's like a disco party in the women's bathroom!!",5.0,3,2,1
eSyulkTCKFYofCTiQZdGAA,sDYjKyI_67eUhFAqVneYjA,7geGFvbSYCkwq7znW9M7Ew,2/22/2018,"My boyfriend and I were in the area and decided to come here on a Friday night. I definitely recommend making a reservation. We were in no rush, so we waited approximately 45 minutes for a table. In the meantime, we tried a few of their drinks. The bee's knees and dark and stormy mule were delicious. Really good cocktails overall.Roasted bone marrow with red onion jam and parsley: The concept is similar to the bone marrow at Longman and Eagle. The difference is that the bone marrow portion is huge.16 oz prime ribeye: A beautifully fatty, and ginormous cut of meat that was perfectly cooked and seasoned for an insanely reasonable price. It came with an herb-y salt on the side that you could add to the dish that was also really flavorfulSteamed Mussels with lemon vermouth broth and thyme: The mussels were well cleaned, and cooked perfectly. The sauce was the star of the dish. I was full by the time I was halfway done, but couldn't help but keep dipping the accompanying bread in that heavenly sauce to eat. Oddly enough, when we said we wanted to take the remainder to go- the waiter told us that he could not package it for us since it was a seafood dish. We ended up finishing the mussels but the frugal side of me wished that I could have kept that sauce.I was a lot more impressed by Gilt bar than I thought I would be. The service here is very friendly. The food portions are unexpectedly large. The food is well seasoned and very hearty. The price is marginally more than an average meal, but definitely worth it. I only wish the interior was just a bit brighter.",5.0,1,0,0
A2WxeuNLfA3NOtE8KIP-CA,sDYjKyI_67eUhFAqVneYjA,VUYwL-ZG_UN7EB6G5wMSkQ,2/19/2018,"We made a reservation via open table for 8:15 on a Sunday. We decided we were too hungry to wait until then so we walked over around 7 to see if we could snag the table early. The place wasn't too packed on a Sunday night so we were able to score a cozy little corner booth! Service was phenomenal. Our waiter was very attentive and on top of it all night. The little details like switching out all our utensils after the appetizer didn't go unnoticed! We started with the roasted garlic starter that came out with fresh bread. I ordered the truffle pasta and my husband ordered the short rib stroganoff. Both dishes were excellent. His short rib was cooked very well and I caught myself sneaking a few bite of it! My truffle pasta was pretty good, I love anything truffle. I appreciated the portion sizes they served as any more and it would've been too much. The dish was extremely rich- all the butter and oil. I wish it would've had another component like a pancetta or prosciutto. To be honest, I wouldn't get this dish again (I'm glad I tried it). I went between my truffle pasta dish and the ribeye steak. However the steak was 16oz that night and it seemed a little too big for my appetite that night. The ambience was really nice! It was very dark in there (troubling to read the menu). But the music and vibes were amazing! We will definitely be back.",5.0,0,0,0
